Report ID,Report Version,Reporting Entity,Report Type,Report Month,Report Year,Report Submission Date,VIN,VIN - Unknown,Serial Number,Make,Model,Model - Unknown,Model Year,Model Year - Unknown,Same Vehicle ID,Mileage,Mileage - Unknown,Driver / Operator Type,ADAS/ADS Version,ADAS/ADS Version - Unknown,ADAS/ADS Version CBI,ADS Equipped?,Automation System Engaged?,Operating Entity,Operating Entity - Unknown,Source - Complaint/Claim,Source - Telematics,Source - Law Enforcement,Source - Field Report,Source - Testing,Source - Media,Source - Other,Source - Other Text,Incident Date,Incident Date - Unknown,Notice Received Date,Incident Time (24:00),Incident Time - Unknown,Same Incident ID,Latitude,Latitude  - Unknown,Longitude,Longitude - Unknown,Address,Address - Unknown,City,City - Unknown,State,Zip Code,Zip Code - Unknown,Roadway Type,Roadway Surface,Roadway Description,Posted Speed Limit (MPH),Posted Speed Limit - Unknown,Lighting,Weather - Clear,Weather - Snow,Weather - Cloudy,Weather - Fog/Smoke,Weather - Rain,Weather - Severe Wind,Weather - Unknown,Weather - Other,Weather - Other Text,Crash With,Highest Injury Severity,Property Damage?,CP Pre-Crash Movement,CP Any Air Bags Deployed?,CP Was Vehicle Towed?,CP Contact Area - Rear Left,CP Contact Area - Left,CP Contact Area - Front Left,CP Contact Area - Rear,CP Contact Area - Top,CP Contact Area - Front,CP Contact Area - Rear Right,CP Contact Area - Right,CP Contact Area - Front Right,CP Contact Area - Bottom,CP Contact Area - Unknown,SV Pre-Crash Movement,SV Any Air Bags Deployed?,SV Was Vehicle Towed?,SV Were All Passengers Belted?,SV Precrash Speed (MPH),SV Pre-crash Speed - Unknown,SV Contact Area - Rear Left,SV Contact Area - Left,SV Contact Area - Front Left,SV Contact Area - Rear,SV Contact Area - Top,SV Contact Area - Front,SV Contact Area - Rear Right,SV Contact Area - Right,SV Contact Area - Front Right,SV Contact Area - Bottom,SV Contact Area - Unknown,Data Availability - EDR,Data Availability - Police Rpt,Data Availability - Telematics,Data Availability - Complaints,Data Availability - Video,Data Availability - Other,Data Availability - No Data,Data Availability - Unknown,Law Enforcement Investigating?,Investigating Agency,Investigating Agency - Unknown,Rep Ent Or Mfr Investigating?,Investigating Officer Name,Inv. Officer Name - Unknown,Investigating Officer Phone,Inv. Officer Phone - Unknown,Investigating Officer Email,Inv. Officer Email - Unknown,Within ODD?,Within ODD? - CBI,Narrative,Narrative - CBI?
30270-4363,2,Waymo LLC,10-Day Update,,,Dec-22,SADHW2S18M1, ,N/A,Jaguar,I-Pace, ,2021, ,c076b8ec8eaf73f,47130, ,None,5th Generation ADS, , ,Yes,ADS,Waymo LLC, , ,Y, , , , , ,,Dec-22, ,Dec-22,21:05, ,c540122a7151606,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Phoenix, ,AZ ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Parking Lot,Wet,No Unusual Conditions,15, ,Dark - Lighted,Y, , , , , , , ,,Other Fixed Object,No Injuries Reported,Yes,,,, , , , , , , , , , , ,Making Right Turn,No,Yes,No Passengers in Vehicle,11, , , ,Y, , ,Y,Y,Y,Y, , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"Other than the updated Speed Limit field, the content of this report is unchanged from the initial report submitted on December 5, 2022 [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]. 
On December [XXX], 2022 at 9:05 PM PST a Waymo Autonomous Vehicle (Waymo AV) operating in Phoenix, Arizona was in a collision involving a fixed object in a parking lot on the 4100 block of [XXX]. 
The Waymo AV was traveling southbound in a parking lot on [XXX] when it approached a parking lot barrier arm. The Waymo AV initially slowed for the arm but then proceeded forward, making contact with it and opening it. At the time of the impact, the Waymo AVs Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", 
30610-4362,1,"Zoox, Inc.",Monthly,12,2022,Dec-22,5TDDCRFH4GS, ,N/A,Toyota,Highlander, ,2016, ,31b1818df0c9fce,102496, ,In-Vehicle (Commercial / Test),2022.28.11, , ,Yes,ADS,Zoox Inc., , , , ,Y,Y, , ,,Nov-22, ,Nov-22,22:18, ,cd46839f7e32cc9,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,Dry,No Unusual Conditions,25, ,Dark - Lighted,Y, , , , , , , ,,Passenger Car,No Injuries Reported,Yes,Changing Lanes,No,No, , ,Y, , , , , , , , ,Making Left Turn,No,No,Yes,0, , , , ,Y, , ,Y, , , , , , ,Y, ,Y, , , ,No,, ,No,, ,, ,, ,Yes, ,"A Zoox vehicle in autonomy was fully stopped with brake lights illuminated in the left turn lane at a red traffic light waiting to complete a left hand turn from [XXX] onto [XXX] in San Francisco, Ca. As the light turned green, the Zoox vehicle appropriately yielded to oncoming traffic when Vehicle 2 attempted to make a lane change to the right and struck the rear of the Zoox vehicle. The Zoox vehicle incurred minor damage to the rear sensors and bumper. There were no injuries and police were not called.", 
30610-4383,1,"Zoox, Inc.",Monthly,12,2022,Dec-22,5TDDCRFH0GS, ,N/A,Toyota,Highlander, ,2016, ,e3ca3db6c055516,65697, ,In-Vehicle (Commercial / Test),111.22.11.20, , ,Yes,ADS,Zoox Inc., , , , ,Y,Y, , ,,Nov-22, ,Nov-22,13:24, ,7f8f08e31baa51a,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,30, ,Daylight,Y, , , , , , , ,,Van,No Injuries Reported,Yes,Proceeding Straight,No,No, , , , , ,Y, , , , , ,Stopped,No,No,Yes,0, , , , ,Y, , , , , , , , , ,Y, ,Y, , , ,No,, ,No,, ,, ,, ,Yes, ,"A Zoox vehicle in autonomy was stopped at a red light waiting for traffic ahead on [XXX] with brake lights illuminated. When the traffic light changed to green, surrounding traffic began to move. The Zoox vehicle appropriately continued to wait for a stopped lead vehicle immediately ahead when vehicle 2 struck the Zoox vehicle from the rear. Zoox vehicle camera footage shows the driver of vehicle 2 holding their cellphone raised in their hand at the time of contact. There were no injuries and police were not called.", 
30610-4384,1,"Zoox, Inc.",Monthly,12,2022,Dec-22,5TDDCRFH3GS, ,N/A,Toyota,Highlander, ,2016, ,1db0801a222a5aa,88602, ,In-Vehicle (Commercial / Test),20.22.11.15, , ,Yes,ADS,Zoox Inc., , , , ,Y,Y, , ,,Nov-22, ,Nov-22,18:06, ,197ec69939516db,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Las Vegas, ,NV ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,30, ,Dark - Lighted,Y, , , , , , , ,,Passenger Car,No Injuries Reported,Yes,"Other, see Narrative",No,No, , , , , , , ,Y, , , ,Changing Lanes,No,No,Yes,9, , , ,Y, , , , , , , , , , ,Y, ,Y, , , ,No,, ,No,, ,, ,, ,Yes, ,"A Zoox vehicle in autonomy was completing a lane change from lane 4 into lane 3 with turn signals illuminated, when Vehicle #2 suddenly swerved from lane 2 into lane 3 making light contact with the left front of the Zoox vehicle. No injuries were reported and police were not called to the scene.", 
30610-4385,1,"Zoox, Inc.",Monthly,12,2022,Dec-22,5TDDCRFH4GS, ,N/A,Toyota,Highlander, ,2016, ,31b1818df0c9fce,101494, ,In-Vehicle (Commercial / Test),98.22.11.14, , ,Yes,ADS,Zoox Inc., , , , ,Y,Y, , ,,Nov-22, ,Nov-22,20:22, ,3af30c276bb69b3,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,25, ,Dark - Lighted,Y, , , , , , , ,,Passenger Car,No Injuries Reported,Yes,Proceeding Straight,No,No, , , , , , , , ,Y, , ,Proceeding Straight,No,No,Yes,5, , , , ,Y, , , , , , , , , ,Y, ,Y, , , ,No,, ,No,, ,, ,, ,Yes, ,"A Zoox vehicle in autonomy was proceeding straight on [XXX] in San Francisco, CA when a leading vehicle in the lane began to slow down prompting the Zoox vehicle to slow correspondingly. The Zoox vehicle, with brake lights illuminated, had slowed to 5 mph when it was struck from the rear by vehicle 2. Zoox vehicle camera footage shows the driver of vehicle 2 holding their cellphone raised in their right hand. There were no injuries and police were not called.", 
1306-4390,1,Toyota Motor Engineering & Manufacturing,1-Day,,,Dec-22,5TDYRKEC0MS, ,N/A,Toyota,Sienna, ,2021, ,bfc192427eab6ea,5708, ,In-Vehicle (Commercial / Test),4, , ,Yes,ADS,May Mobility, , , , ,Y, , , ,,Dec-22, ,Dec-22,9:02, ,efaea9d26730376,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Sun City, ,AZ ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,30, ,Daylight,Y, , , , , , , ,,Motorcycle,No Injuries Reported,No,Proceeding Straight,Not Applicable,No, , ,Y, , , , , , , , ,Stopped,No,No,Yes,0, , , , ,Y, , ,Y, , , , , , , , , ,Y, , ,No,, ,No,, ,, ,, ,Yes, ,"This report is being submitted because May Mobility notified Toyota on Dec. 9, 2022 of 1-Day Report submission 30413-4378-1,related to an incident that occurred on Dec. [XXX], 2022. Toyota has no additional information on this incident beyond what was submitted in the aforementioned 1-Day Report. Please refer to the report from May Mobility for details.", 
1306-4389,1,Toyota Motor Engineering & Manufacturing,1-Day,,,Dec-22,2T2JGMDA0LC, ,N/A,Lexus,RX450H, ,2020, ,cb6e38b363be262,25702, ,In-Vehicle (Commercial / Test),4, , ,Yes,"Unknown, see Narrative",May Mobility, , , , ,Y, , , ,,Nov-22, ,Dec-22,15:43, ,03ad388e6676c05,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Ann Arbor, ,MI ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,Dry,No Unusual Conditions,25, ,Daylight,Y, , , , , , , ,,Non-Motorist: Cyclist,No Injuries Reported,No,NM Moving on Sidewalk,,, , , , , , , , , , , ,Entering Traffic,No,No,Yes,4, , , ,Y, , ,Y, , , , , , ,Y, , , , , , ,No,, ,No,, ,, ,, ,"No, see Narrative", ,"This report is being submitted because May Mobility notified Toyota on Dec. 9, 2022 of 1-Day Report submission 30413-4170-1,related
to an incident that occurred on Nov. [XXX], 2022. Toyota has no additional information on this incident beyond what was submitted in the
aforementioned 1-Day Report. Please refer to the report from May Mobility for details.", 
30413-4378,1,May Mobility,1-Day,,,Dec-22,5TDYRKEC0MS, ,N/A,Toyota,Sienna, ,2021, ,bfc192427eab6ea,5708, ,In-Vehicle (Commercial / Test),4, , ,Yes,ADS,May Mobility, , , , ,Y, , , ,,Dec-22, ,Dec-22,9:02, ,efaea9d26730376,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Sun City, ,AZ ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,30, ,Daylight,Y, , , , , , , ,,Motorcycle,No Injuries Reported,No,Proceeding Straight,Not Applicable,No, , ,Y, , , , , , , , ,Stopped,No,No,Yes,0, , , , ,Y, , ,Y, , , , , , , , , ,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"Subject vehicle left the [XXX] headed southwest on [XXX]. Following the [XXX] intersection a motorcycle started following us closely. The subject vehicle came to a stop and the motorcyclist attempted to brake in time, but hit the motorcycle's left mirror/handlebar against the rear passenger-side of the subject vehicle's bumper.", 
30270-4363,1,Waymo LLC,1-Day,,,Dec-22,SADHW2S18M1, ,N/A,Jaguar,I-Pace, ,2021, ,c076b8ec8eaf73f,47130, ,None,5th Generation ADS, , ,Yes,ADS,Waymo LLC, , ,Y, , , , , ,,Dec-22, ,Dec-22,21:05, ,c540122a7151606,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Phoenix, ,AZ ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Parking Lot,Wet,No Unusual Conditions,,Y,Dark - Lighted,Y, , , , , , , ,,Other Fixed Object,No Injuries Reported,Yes,,,, , , , , , , , , , , ,Making Right Turn,No,Yes,No Passengers in Vehicle,11, , , ,Y, , ,Y,Y,Y,Y, , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On December [XXX], 2022 at 9:05 PM PST a Waymo Autonomous Vehicle (Waymo AV) operating in Phoenix, Arizona was in a collision involving a fixed object in a parking lot on the 4100 block of [XXX]. 
The Waymo AV was traveling southbound in a parking lot on [XXX] when it approached a parking lot barrier arm. The Waymo AV initially slowed for the arm but then proceeded forward, making contact with it and opening it. At the time of the impact, the Waymo AVs Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", 
30413-4352,1,May Mobility,1-Day,,,Dec-22,2T2JGMDA2LC, ,N/A,Lexus,RX450h, ,2020, ,1c26f99cf0c3b77,24692, ,In-Vehicle (Commercial / Test),4, , ,Yes,ADS,May Mobility, , , , ,Y, , , ,,Dec-22, ,Dec-22,18:38, ,f7cf904127f755d,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Ann Arbor, ,MI ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,Traffic Incident,0, ,Dark - Lighted,Y, , , , , , , ,,SUV,No Injuries Reported,No,Proceeding Straight,No,No, , , , , ,Y, , ,Y, , ,Stopped,No,No,Yes,0, ,Y, , ,Y, , , , , , , , ,Y, , , , , , ,No,, ,Yes,, ,, ,, ,Yes, ,"Operator turned onto [XXX] headed westbound approaching the stop sign at the intersection with [XXX]. In autonomy, the subject vehicle came to a stop. An SUV behind the subject vehicle then rear-ended the subject vehicle. No injuries were reported by the operator or the driver of the other vehicle and there was no damage to the SUV and a small crack in the bumper for the subject vehicle.", 
30531-4278,1,Transdev Alternative Services,Monthly,10,2022,Nov-22,SADHW2S18M1, ,N/A,Jaguar,I-Pace, ,2021, ,4a17d6b39e90898,28333, ,In-Vehicle (Commercial / Test),5th Generation ADS, , ,Yes,ADS,Waymo LLC, , ,Y, , , , , ,,Oct-22, ,Oct-22,8:27, ,27528ff2c99e583,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,Dry,No Unusual Conditions,15, ,Daylight,Y, , , , , , , ,,"Other, see Narrative",No Injuries Reported,Yes,"Other, see Narrative",Not Applicable,Not Applicable, , , , , , , , , , ,Y,Proceeding Straight,No,No,Yes,6, , , , , , , , , , ,Y, , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On October [XXX], 2022 at 8:27 AM PST a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California made contact with the pavement on a steep hill on [XXX] at [XXX].
The Waymo AV was on a steep hill, turning from [XXX] onto [XXX], when the Waymo AV's undercarriage made contact with the pavement (the AV did not contact any vehicle or road user).  At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver's seating position).  The Waymo AV sustained damage.
Transdev Alternative Services is reporting this crash under Request No. 2 of Standing General order 2021-01.  Transdev may supplement or correct its reporting with additional information as it may become available.  This report is a duplicate of WaymoLLC-20221021-0 (rev.20221115172608).", 
30270-4274,1,Waymo LLC,Monthly,10,2022,Nov-22,SADHW2S18M1, ,N/A,Jaguar,I-Pace, ,2021, ,4a17d6b39e90898,28333, ,In-Vehicle (Commercial / Test),5th Generation ADS, , ,Yes,ADS,Waymo LLC, , ,Y, , , , , ,,Oct-22, ,Oct-22,8:27, ,27528ff2c99e583,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,Dry,No Unusual Conditions,15, ,Daylight,Y, , , , , , , ,,"Other, see Narrative",No Injuries Reported,Yes,"Other, see Narrative",Not Applicable,Not Applicable, , , , , , , , , , ,Y,Making Right Turn,No,No,Yes,6, , , , , , , , , , ,Y, , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On October [XXX], 2022 at 8:27 AM PST a Waymo Autonomous Vehicle (Waymo AV) operating in San Francisco, California made contact with the pavement on a steep hill on [XXX] at [XXX].
The Waymo AV was on a steep hill, turning from [XXX] onto [XXX], when the Waymo AV's undercarriage made contact with the pavement (the AV did not contact any vehicle or road user). At the time of the impact, the Waymo AVs Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the drivers seating position). The Waymo AV sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.", 
30530-4264,1,"Aurora Operations, Inc.",Monthly,11,2022,Nov-22,1XPBD49X0ND, ,n/a,Peterbilt,579, ,2022, ,f05623756b7ce73,3987, ,In-Vehicle (Commercial / Test),,Y, ,Yes,ADAS,"Aurora Operations, Inc.", , , , , ,Y, , ,,Oct-22, ,Oct-22,10:55, ,b393cfe0f714730,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Shenandoah, ,TX ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Highway / Freeway,Dry,No Unusual Conditions,65, ,Daylight,Y, , , , , , , ,,"Other, see Narrative",No Injuries Reported,Yes,"Other, see Narrative",Not Applicable,Not Applicable, , , , , , , , , , ,Y,Proceeding Straight,No,No,Yes,64, , , , , , , , , ,Y, , , , , , ,Y,Y, , ,No,, ,No,, ,, ,, ,Yes, ,"At 10:55am on 10/[XXX]/22, an Aurora Class 8 truck was traveling southbound in manual mode in normal traffic conditions on [XXX] when an approximately 3-foot long 2x4 piece of wood was kicked up into the Aurora truck's windshield after going under the wheels of a truck to the left of the Aurora truck.  The Aurora truck's windshield cracked on the lower right side as a result of the strike, but did not shatter.  To be clear, the Aurora Driver was not in autonomous mode at the time of the incident or for 16 seconds prior to the incident.  There were no injuries as a result of the incident.", 
502-4132,1,Ford Motor Company,Monthly,10,2022,Nov-22,1FMCU0DZ3LU, ,N/A,Ford,Escape, ,2020, ,44e401161509e26,2277, ,In-Vehicle (Commercial / Test),"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,Yes,ADS,Argo AI, , , , ,Y,Y, , ,,Oct-22, ,Oct-22,8:00, ,04f2cedde6aabb4,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Austin, ,TX ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,25, ,Daylight,Y, , , , , , , ,,Passenger Car,No Injuries Reported,Yes,Proceeding Straight,No,No, , , , , , , ,Y, , , ,Making Right Turn,No,No,Yes,0, ,Y, , , , , , , , , , , , , , ,Y,Y, , ,No,, ,Yes,, ,, ,, ,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"As reported by Argo AI to Ford on October [XXX], 2022 (Report # 30290-4128-1), an Argo AI Autonomous Vehicle (""Argo AV"") was impacted in the rear while traveling [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]. As the Argo AV was completing the turn, the vehicle directly behind the Argo AV continued straight, failed to provide sufficient clearance, and contacted the driver side corner of the rear bumper of the Argo AV. [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]
""Other"" data availability: test vehicle data.",Y
502-4131,1,Ford Motor Company,Monthly,10,2022,Nov-22,1FMCU0DZ3LU, ,N/A,Ford,Escape, ,2020, ,44e401161509e26,1912, ,In-Vehicle (Commercial / Test),"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,Yes,ADS,Argo AI, , , , ,Y,Y, , ,,Oct-22, ,Oct-22,13:14, ,f96aa95fcd96be5,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Austin, ,TX ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,30, ,Daylight,Y, , , , , , , ,,Passenger Car,No Injuries Reported,Yes,Parked,No,No, ,Y, , , , , , , , , ,Proceeding Straight,No,No,Yes,11, , , , , , , , ,Y, , , , , , , ,Y,Y, , ,No,, ,Yes,, ,, ,, ,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"As reported by Argo AI to Ford on October [XXX], 2022 (Report # 30290-4127-1), an Argo AI Autonomous Vehicle (""Argo AV"") was traveling [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]. The Test Specialist determined that they would like to pull the vehicle over and transitioned the Argo AV out of Autonomous mode and into Manual mode. While in Manual mode for 21 seconds, the Test Specialist made a right turn on [XXX], and, when passing a parked vehicle, the Argo AV contacted the driver-side mirror of the parked vehicle. [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]
""Other"" data availability: test vehicle data.",Y
1306-4235,1,Toyota Motor Engineering & Manufacturing,Monthly,10,2022,Nov-22,5TDYRKEC0MS, ,N/A,Toyota,Sienna, ,2021, ,1b8e1ba43ca8f0b,700, ,In-Vehicle (Commercial / Test),4, , ,Yes,ADS,May Mobility, , ,Y, ,Y, , , ,,Sep-22, ,Oct-22,9:02, ,379fa369488a397,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Sun City, ,AZ ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Parking Lot,Dry,No Unusual Conditions,,Y,Daylight,Y, , , , , , , ,,Passenger Car,No Injuries Reported,No,Backing,No,No, , , ,Y, , , , , , , ,Backing,No,No,No Passengers in Vehicle,0, , , , , , ,Y, , , , , , , ,Y, ,Y, , , ,No,, ,No,, ,, ,, ,Yes, ,"This report is being submitted because May Mobility notified Toyota on Oct. 4, 2022 of Monthly Report submission 30413-3943-1,related to an incident reported in September 2022. Toyota has no additional information on this incident beyond what was submitted in the aforementioned Monthly Report. Please refer to the report from May Mobility for details.", 
30610-4217,1,"Zoox, Inc.",Monthly,11,2022,Nov-22,5TDDCRFH9GS, ,N/A,Toyota,Highlander, ,2016, ,c163af6fd5e1e60,39307, ,In-Vehicle (Commercial / Test),80.22.10.14, , ,Yes,ADS,Zoox, , , , ,Y, , , ,,Oct-22, ,Oct-22,13:52, ,ff1fb0799a4f9e8,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,Dry,No Unusual Conditions,25, ,Daylight,Y, , , , , , , ,,Passenger Car,No Injuries Reported,Yes,"Other, see Narrative",No,No, , , , , , , , ,Y, , ,Proceeding Straight,No,No,Yes,24, , , ,Y, , ,Y, , ,Y, , , , ,Y, ,Y, , , ,No,, ,No,, ,, ,, ,Yes, ,A Zoox vehicle was proceeding straight in autonomy through an intersection with a green light and right of way when vehicle 2 attempted an illegal left turn across lanes of traffic into Zooxs right of way. The safety driver disengaged and applied max braking effort which allowed Zoox to mitigate but not completely prevent the unavoidable collision. The Zoox vehicle struck the right front corner of vehicle 2. No injuries were reported and the police were not called to the scene., 
30610-4215,1,"Zoox, Inc.",Monthly,11,2022,Nov-22,5TDDCRFH3GS, ,N/A,Toyota,Highlander, ,2016, ,9e82491db35e19c,57118, ,In-Vehicle (Commercial / Test),53.22.10.03, , ,Yes,ADS,Zoox, , , , ,Y,Y, , ,,Oct-22, ,Oct-22,14:02, ,ee7410fb0a17f2e,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,25, ,Daylight,Y, , , , , , , ,,Van,No Injuries Reported,Yes,"Other, see Narrative",No,No, , , , , , ,Y, , , , ,Stopped,No,No,Yes,0, , , , , , ,Y, , , , , , , ,Y, ,Y, , , ,No,, ,No,, ,, ,, ,Yes, ,"A Zoox vehicle was in autonomy proceeding straight on [XXX] in San Francisco, CA when it encountered a double parked vehicle in lane (vehicle 2). The Zoox vehicle came to a complete stop while waiting for an opportunity to merge around vehicle 2. Vehicle 2 then rolled backwards into the Zoox vehicle, causing minor damage to front sensors and Vehicle 2 rear bumper. There were no injuries and first responders were not notified. Post incident review did not observe any brake lights or reverse lights on vehicle 2 while it was rolling backwards.", 
